id,car_plate,customer_id,customer_gender,customer_age,time_beginning,time_end,lon_beginning,lat_beginning,lon_end,lat_end,time_park,area_id,area_name,fleet_id,time_beginning_formatted,time_end_formatted,time_beginning_hour,time_beginning_minute,time_beginning_second
58118,DR53572,1740,male,23,"2015-11-01 19:57:48+01","2015-11-01 20:07:48+01",91659,455036,91660,455036,0,77,BOVISA,1,"2015-11-01 19:57:48","2015-11-01 20:07:48",19,57,1
58119,ED06222,3385,male,30,"2015-11-01 20:00:16+01","2015-11-01 20:22:35+01",91785,454679,92324,454611,0,1,DUOMO,1,"2015-11-01 20:00:16","2015-11-01 20:22:35",20,0,1
58120,ED06207,7648,male,32,"2015-11-01 20:00:45+01","2015-11-01 20:11:05+01",91333,454686,91333,454686,0,57,SELINUNTE,1,"2015-11-01 20:00:45","2015-11-01 20:11:05",20,0,1
58122,ED06256,2234,male,39,"2015-11-01 20:05:15+01","2015-11-01 20:20:47+01",91476,455190,91652,454973,0,81,BOVISASCA,1,"2015-11-01 20:05:15","2015-11-01 20:20:47",20,5,1
58123,DR53520,5124,male,34,"2015-11-01 20:07:27+01","2015-11-01 20:17:30+01",92143,454641,91982,454655,0,26,"XXII MARZO",1,"2015-11-01 20:07:27","2015-11-01 20:17:30",20,7,1
58124,DR53572,1740,male,23,"2015-11-01 20:08:44+01","2015-11-01 20:43:00+01",91660,455036,91986,454778,0,77,BOVISA,1,"2015-11-01 20:08:44","2015-11-01 20:43:00",20,8,1
58126,DD30918,6454,female,37,"2015-11-01 20:16:49+01","2015-11-01 20:37:52+01",92023,454826,92149,454475,0,10,CENTRALE,1,"2015-11-01 20:16:49","2015-11-01 20:37:52",20,16,1
58127,DR53585,1823,female,24,"2015-11-01 20:17:16+01","2015-11-01 20:29:52+01",91376,454581,90824,454592,0,52,"BANDE NERE",1,"2015-11-01 20:17:16","2015-11-01 20:29:52",20,17,1
58128,ED79070,7673,male,32,"2015-11-01 20:20:13+01","2015-11-01 20:35:48+01",91761,454798,91945,454849,0,69,SARPI,1,"2015-11-01 20:20:13","2015-11-01 20:35:48",20,20,1
58129,ED06299,7016,male,29,"2015-11-01 20:22:19+01","2015-11-01 20:32:51+01",91877,454590,91646,454576,0,1,DUOMO,1,"2015-11-01 20:22:19","2015-11-01 20:32:51",20,22,1
58130,ED93294,7540,female,51,"2015-11-01 20:24:12+01","2015-11-01 20:32:33+01",92024,454875,92041,454905,0,10,CENTRALE,1,"2015-11-01 20:24:12","2015-11-01 20:32:33",20,24,1
58132,ED06220,4338,male,36,"2015-11-01 20:28:23+01","2015-11-01 20:30:46+01",91820,454383,91838,454336,0,43,TIBALDI,1,"2015-11-01 20:28:23","2015-11-01 20:30:46",20,28,1
58133,ED06220,4338,male,36,"2015-11-01 20:30:49+01","2015-11-01 20:32:26+01",91838,454336,91776,454292,0,42,STADERA,1,"2015-11-01 20:30:49","2015-11-01 20:32:26",20,30,1
58134,ED06278,7481,female,23,"2015-11-01 20:30:52+01","2015-11-01 21:17:19+01",91909,455205,92187,454872,0,14,"NIGUARDA - CA' GRANDA",1,"2015-11-01 20:30:52","2015-11-01 21:17:19",20,30,1
58136,ED06220,4338,male,36,"2015-11-01 20:32:35+01","2015-11-01 20:35:02+01",91774,454273,91751,454151,0,42,STADERA,1,"2015-11-01 20:32:35","2015-11-01 20:35:02",20,32,1
58137,ED93294,6027,male,20,"2015-11-01 20:34:57+01","2015-11-01 20:44:58+01",92043,454906,92045,454905,0,10,CENTRALE,1,"2015-11-01 20:34:57","2015-11-01 20:44:58",20,34,1
58138,ED06220,4338,male,36,"2015-11-01 20:35:05+01","2015-11-01 20:37:25+01",91751,454151,91717,454124,0,41,"GRATOSOGLIO - TICINELLO",1,"2015-11-01 20:35:05","2015-11-01 20:37:25",20,35,1
58139,ED06224,3364,female,29,"2015-11-01 20:36:07+01","2015-11-01 21:00:08+01",91481,454971,92052,455105,0,71,VILLAPIZZONE,1,"2015-11-01 20:36:07","2015-11-01 21:00:08",20,36,1
58140,ED06220,4338,male,36,"2015-11-01 20:37:28+01","2015-11-01 20:38:51+01",91717,454124,91717,454121,0,41,"GRATOSOGLIO - TICINELLO",1,"2015-11-01 20:37:28","2015-11-01 20:38:51",20,37,1
58142,ED93104,39,male,37,"2015-11-01 20:47:47+01","2015-11-01 20:55:39+01",91553,454546,91601,454685,0,50,TORTONA,1,"2015-11-01 20:47:47","2015-11-01 20:55:39",20,47,1
58143,ED93292,5232,male,38,"2015-11-01 20:47:57+01","2015-11-01 21:21:26+01",92309,454829,91829,454600,0,22,"CITTA' STUDI",1,"2015-11-01 20:47:57","2015-11-01 21:21:26",20,47,1
58144,ED93294,6027,male,20,"2015-11-01 20:48:27+01","2015-11-01 21:19:47+01",92043,454907,91988,454487,0,10,CENTRALE,1,"2015-11-01 20:48:27","2015-11-01 21:19:47",20,48,1
58149,EF37668,6647,male,33,"2015-11-01 20:59:48+01","2015-11-01 21:08:49+01",111902,438015,112341,437942,0,5,RIFREDI,2,"2015-11-01 20:59:48","2015-11-01 21:08:49",20,59,1
58150,DR53544,332,female,30,"2015-11-01 21:02:20+01","2015-11-01 21:37:35+01",92182,454911,91417,455015,0,20,LORETO,1,"2015-11-01 21:02:20","2015-11-01 21:37:35",21,2,1
58151,ED06246,7326,male,22,"2015-11-01 21:03:13+01","2015-11-01 21:28:16+01",91367,454670,91776,454453,0,52,"BANDE NERE",1,"2015-11-01 21:03:13","2015-11-01 21:28:16",21,3,1
58155,EF37618,7413,female,24,"2015-11-01 21:09:40+01","2015-11-01 21:18:58+01",112549,437825,112557,437881,0,5,RIFREDI,2,"2015-11-01 21:09:40","2015-11-01 21:18:58",21,9,1
58156,DR53572,7482,male,22,"2015-11-01 21:10:29+01","2015-11-01 21:39:18+01",91986,454776,91408,454501,0,10,CENTRALE,1,"2015-11-01 21:10:29","2015-11-01 21:39:18",21,10,1
58157,ED06205,4585,female,33,"2015-11-01 21:12:21+01","2015-11-01 21:26:28+01",91629,454539,91337,454614,0,50,TORTONA,1,"2015-11-01 21:12:21","2015-11-01 21:26:28",21,12,1
58158,DR53582,804,male,21,"2015-11-01 21:16:54+01","2015-11-01 21:26:49+01",91441,454599,91628,454476,0,52,"BANDE NERE",1,"2015-11-01 21:16:54","2015-11-01 21:26:49",21,16,1
58166,ED75487,5811,female,22,"2015-11-01 21:32:17+01","2015-11-01 23:25:15+01",91880,454863,91855,454879,0,11,ISOLA,1,"2015-11-01 21:32:17","2015-11-01 23:25:15",21,32,1
58167,ED06258,4562,male,30,"2015-11-01 21:34:05+01","2015-11-01 21:56:18+01",91631,454305,91632,454305,0,46,BARONA,1,"2015-11-01 21:34:05","2015-11-01 21:56:18",21,34,1
58168,ED06293,5480,male,34,"2015-11-01 21:35:19+01","2015-11-01 21:46:52+01",91644,455047,91845,454892,0,77,BOVISA,1,"2015-11-01 21:35:19","2015-11-01 21:46:52",21,35,1
58169,ED06246,637,male,32,"2015-11-01 21:38:09+01","2015-11-01 22:03:52+01",91775,454454,90818,454598,0,6,TICINESE,1,"2015-11-01 21:38:09","2015-11-01 22:03:52",21,38,1
58172,ED06243,4220,female,26,"2015-11-01 21:50:17+01","2015-11-01 22:01:04+01",91937,454621,92204,454543,0,1,DUOMO,1,"2015-11-01 21:50:17","2015-11-01 22:01:04",21,50,1
58174,EF37614,6716,male,33,"2015-11-01 22:03:29+01","2015-11-01 22:14:28+01",112496,437679,112400,437554,0,1,"CENTRO STORICO",2,"2015-11-01 22:03:29","2015-11-01 22:14:28",22,3,1
58175,DS32019,5818,female,35,"2015-11-01 22:15:22+01","2015-11-01 22:38:12+01",92048,454843,91547,454692,0,10,CENTRALE,1,"2015-11-01 22:15:22","2015-11-01 22:38:12",22,15,1
58176,ED06221,2853,male,27,"2015-11-01 22:18:00+01","2015-11-01 22:37:09+01",92056,454574,92265,454998,0,26,"XXII MARZO",1,"2015-11-01 22:18:00","2015-11-01 22:37:09",22,18,1
58177,DR53562,1914,female,37,"2015-11-01 22:27:01+01","2015-11-01 22:29:49+01",92107,454547,92107,454547,0,27,"PORTA ROMANA",1,"2015-11-01 22:27:01","2015-11-01 22:29:49",22,27,1
58179,DR53530,7286,male,19,"2015-11-01 22:41:26+01","2015-11-01 23:03:16+01",91591,454568,92075,454632,0,50,TORTONA,1,"2015-11-01 22:41:26","2015-11-01 23:03:16",22,41,1
58180,DR53582,3034,male,29,"2015-11-01 22:43:59+01","2015-11-01 22:55:12+01",91628,454479,91704,454078,0,44,NAVIGLI,1,"2015-11-01 22:43:59","2015-11-01 22:55:12",22,43,1
58181,DR53518,3728,male,25,"2015-11-01 22:48:52+01","2015-11-01 23:11:22+01",91588,454600,92215,454834,0,51,WASHINGTON,1,"2015-11-01 22:48:52","2015-11-01 23:11:22",22,48,1
58182,DR53520,5151,male,31,"2015-11-01 22:49:20+01","2015-11-01 23:24:13+01",91981,454655,92117,454587,0,1,DUOMO,1,"2015-11-01 22:49:20","2015-11-01 23:24:13",22,49,1
58184,ED06293,1657,female,50,"2015-11-01 22:52:38+01","2015-11-01 23:12:54+01",91845,454893,91659,454549,0,11,ISOLA,1,"2015-11-01 22:52:38","2015-11-01 23:12:54",22,52,1
58186,ED06233,2036,female,28,"2015-11-01 22:54:47+01","2015-11-01 23:14:15+01",91934,454622,91588,454508,0,1,DUOMO,1,"2015-11-01 22:54:47","2015-11-01 23:14:15",22,54,1
58187,DR53517,4989,male,23,"2015-11-01 22:55:40+01","2015-11-01 23:04:43+01",91492,454537,91129,454627,0,49,GIAMBELLINO,1,"2015-11-01 22:55:40","2015-11-01 23:04:43",22,55,1
58189,ED06289,39,male,37,"2015-11-01 23:00:24+01","2015-11-01 23:33:39+01",92074,454744,91550,454572,0,21,"BUENOS AIRES - VENEZIA",1,"2015-11-01 23:00:24","2015-11-01 23:33:39",23,0,1
58192,ED93294,5245,male,49,"2015-11-01 23:04:34+01","2015-11-01 23:14:48+01",91986,454487,92112,454522,0,27,"PORTA ROMANA",1,"2015-11-01 23:04:34","2015-11-01 23:14:48",23,4,1
58199,ED06245,7138,male,27,"2015-11-01 23:16:02+01","2015-11-01 23:28:45+01",92183,454544,92181,454545,0,28,"UMBRIA - MOLISE",1,"2015-11-01 23:16:02","2015-11-01 23:28:45",23,16,1
58200,ED06293,5575,male,30,"2015-11-01 23:18:27+01","2015-11-01 23:25:04+01",91659,454548,91438,454451,0,50,TORTONA,1,"2015-11-01 23:18:27","2015-11-01 23:25:04",23,18,1
58201,ED06278,7481,female,23,"2015-11-01 23:27:47+01","2015-11-01 23:41:30+01",92188,454871,92075,454947,0,20,LORETO,1,"2015-11-01 23:27:47","2015-11-01 23:41:30",23,27,1
58206,DR53555,795,female,40,"2015-11-01 23:38:01+01","2015-11-01 23:54:44+01",92154,454927,92150,454425,0,20,LORETO,1,"2015-11-01 23:38:01","2015-11-01 23:54:44",23,38,1
58211,DR53524,4171,male,29,"2015-11-01 23:42:15+01","2015-11-01 23:52:01+01",92033,454705,92330,454743,0,4,GUASTALLA,1,"2015-11-01 23:42:15","2015-11-01 23:52:01",23,42,1
58213,DR53525,7597,male,24,"2015-11-01 23:49:00+01","2015-11-02 00:09:46+01",92157,454707,91989,454534,0,21,"BUENOS AIRES - VENEZIA",1,"2015-11-01 23:49:00","2015-11-02 00:09:46",23,49,1
58214,DD30918,7643,female,20,"2015-11-01 23:57:11+01","2015-11-02 00:03:46+01",92150,454476,92126,454483,0,28,"UMBRIA - MOLISE",1,"2015-11-01 23:57:11","2015-11-02 00:03:46",23,57,1
58216,DR53588,2634,male,56,"2015-11-01 23:59:31+01","2015-11-02 00:11:16+01",92001,454518,91677,454588,0,27,"PORTA ROMANA",1,"2015-11-01 23:59:31","2015-11-02 00:11:16",23,59,1
58217,DR53554,3525,female,36,"2015-11-02 00:01:53+01","2015-11-02 00:34:08+01",92388,454369,91533,454599,0,33,ROGOREDO,1,"2015-11-02 00:01:53","2015-11-02 00:34:08",0,1,2
58219,ED06230,633,male,30,"2015-11-02 00:04:05+01","2015-11-02 00:17:49+01",92044,454708,91735,454978,0,4,GUASTALLA,1,"2015-11-02 00:04:05","2015-11-02 00:17:49",0,4,2
58221,ED06208,3285,male,53,"2015-11-02 00:05:04+01","2015-11-02 00:29:32+01",91754,454775,92409,454844,0,69,SARPI,1,"2015-11-02 00:05:04","2015-11-02 00:29:32",0,5,2
58223,ED06249,7643,female,20,"2015-11-02 00:06:00+01","2015-11-02 00:17:21+01",92135,454476,91800,454517,0,28,"UMBRIA - MOLISE",1,"2015-11-02 00:06:00","2015-11-02 00:17:21",0,6,2
58230,DR53560,5840,male,21,"2015-11-02 00:14:56+01","2015-11-02 00:27:34+01",91960,454836,92073,454511,0,9,"GARIBALDI REPUBBLICA",1,"2015-11-02 00:14:56","2015-11-02 00:27:34",0,14,2
58233,DR53556,2206,male,28,"2015-11-02 00:20:36+01","2015-11-02 00:33:45+01",92032,454513,91335,454682,0,27,"PORTA ROMANA",1,"2015-11-02 00:20:36","2015-11-02 00:33:45",0,20,2
58235,DV36099,994,male,47,"2015-11-02 00:25:11+01","2015-11-02 00:54:57+01",92048,455237,91293,454745,0,14,"NIGUARDA - CA' GRANDA",1,"2015-11-02 00:25:11","2015-11-02 00:54:57",0,25,2
58237,ED06249,5449,male,31,"2015-11-02 00:35:07+01","2015-11-02 01:09:11+01",91801,454517,91698,454527,528,6,TICINESE,1,"2015-11-02 00:35:07","2015-11-02 01:09:11",0,35,2
58238,ED06236,1687,male,36,"2015-11-02 00:36:34+01","2015-11-02 01:02:30+01",91935,454623,91555,454454,0,1,DUOMO,1,"2015-11-02 00:36:34","2015-11-02 01:02:30",0,36,2
58239,DR53572,5355,female,25,"2015-11-02 00:47:13+01","2015-11-02 00:49:42+01",91411,454501,91407,454503,0,49,GIAMBELLINO,1,"2015-11-02 00:47:13","2015-11-02 00:49:42",0,47,2
58240,EF37696,6714,female,26,"2015-11-02 00:48:03+01","2015-11-02 01:10:56+01",112645,437696,112880,437758,0,1,"CENTRO STORICO",2,"2015-11-02 00:48:03","2015-11-02 01:10:56",0,48,2
58241,ED79070,7673,male,32,"2015-11-02 00:48:30+01","2015-11-02 01:02:31+01",91946,454849,91772,454806,0,9,"GARIBALDI REPUBBLICA",1,"2015-11-02 00:48:30","2015-11-02 01:02:31",0,48,2
58244,EF37666,6506,female,21,"2015-11-02 01:08:55+01","2015-11-02 01:18:56+01",0,0,0,0,0,,,2,"2015-11-02 01:08:55","2015-11-02 01:18:56",1,8,2
58245,ED06224,4446,female,29,"2015-11-02 01:13:42+01","2015-11-02 02:04:21+01",92051,455105,92118,455161,834,13,GRECO,1,"2015-11-02 01:13:42","2015-11-02 02:04:21",1,13,2
58246,ED06249,4816,male,23,"2015-11-02 01:14:57+01","2015-11-02 01:34:05+01",91700,454527,92352,454723,0,44,NAVIGLI,1,"2015-11-02 01:14:57","2015-11-02 01:34:05",1,14,2
58248,EF37666,6506,female,21,"2015-11-02 01:20:21+01","2015-11-02 01:30:21+01",0,0,0,0,0,,,2,"2015-11-02 01:20:21","2015-11-02 01:30:21",1,20,2
58250,ED06240,4973,male,23,"2015-11-02 01:27:09+01","2015-11-02 01:37:52+01",91942,454493,91419,454673,0,5,VIGENTINA,1,"2015-11-02 01:27:09","2015-11-02 01:37:52",1,27,2
58251,EF37689,6506,female,21,"2015-11-02 01:32:09+01","2015-11-02 02:15:05+01",112422,437804,112804,437809,0,1,"CENTRO STORICO",2,"2015-11-02 01:32:09","2015-11-02 02:15:05",1,32,2
58254,ED06219,7245,male,29,"2015-11-02 01:45:03+01","2015-11-02 02:01:21+01",92031,454507,91505,454662,0,27,"PORTA ROMANA",1,"2015-11-02 01:45:03","2015-11-02 02:01:21",1,45,2
58256,ED06220,990,male,22,"2015-11-02 01:52:45+01","2015-11-02 02:04:55+01",92019,454506,92326,454626,0,27,"PORTA ROMANA",1,"2015-11-02 01:52:45","2015-11-02 02:04:55",1,52,2
58276,DR53511,7185,male,40,"2015-11-02 02:48:42+01","2015-11-02 02:58:12+01",91688,454769,92190,454929,0,68,PAGANO,1,"2015-11-02 02:48:42","2015-11-02 02:58:12",2,48,2
58279,DR53511,7185,male,40,"2015-11-02 02:59:46+01","2015-11-02 03:00:52+01",92191,454931,92191,454930,0,20,LORETO,1,"2015-11-02 02:59:46","2015-11-02 03:00:52",2,59,2
58287,DR53511,1623,female,37,"2015-11-02 03:57:51+01","2015-11-02 04:39:20+01",92048,454746,91763,454449,0,3,"GIARDINI PORTA VENEZIA",1,"2015-11-02 03:57:51","2015-11-02 04:39:20",3,57,2
58303,ED06208,1974,female,45,"2015-11-02 05:09:15+01","2015-11-02 05:24:52+01",92062,454849,91597,454940,0,10,CENTRALE,1,"2015-11-02 05:09:15","2015-11-02 05:24:52",5,9,2
58313,ED06223,7156,male,20,"2015-11-02 05:54:20+01","2015-11-02 06:03:13+01",92049,454846,92328,454890,0,10,CENTRALE,1,"2015-11-02 05:54:20","2015-11-02 06:03:13",5,54,2
58315,ED06233,2036,female,28,"2015-11-02 05:54:48+01","2015-11-02 06:11:52+01",91588,454511,91901,454614,0,50,TORTONA,1,"2015-11-02 05:54:48","2015-11-02 06:11:52",5,54,2
58338,ED93101,420,female,42,"2015-11-02 07:29:59+01","2015-11-02 07:47:55+01",91646,454796,92112,454474,0,68,PAGANO,1,"2015-11-02 07:29:59","2015-11-02 07:47:55",7,29,2
58339,EF37696,6885,male,33,"2015-11-02 07:34:40+01","2015-11-02 07:59:37+01",112880,437759,111959,437783,0,2,"CAMPO DI MARTE",2,"2015-11-02 07:34:40","2015-11-02 07:59:37",7,34,2
58340,EF37659,7414,female,42,"2015-11-02 07:36:51+01","2015-11-02 07:46:51+01",112916,437801,112916,437801,0,2,"CAMPO DI MARTE",2,"2015-11-02 07:36:51","2015-11-02 07:46:51",7,36,2
58342,DR53511,2107,male,50,"2015-11-02 07:45:24+01","2015-11-02 07:55:24+01",91760,454447,91760,454447,0,44,NAVIGLI,1,"2015-11-02 07:45:24","2015-11-02 07:55:24",7,45,2
58343,EF37666,7503,male,41,"2015-11-02 07:46:49+01","2015-11-02 07:56:49+01",0,0,0,0,0,,,2,"2015-11-02 07:46:49","2015-11-02 07:56:49",7,46,2
58345,EF37659,7414,female,42,"2015-11-02 07:53:10+01","2015-11-02 08:15:47+01",112917,437799,112573,437742,0,2,"CAMPO DI MARTE",2,"2015-11-02 07:53:10","2015-11-02 08:15:47",7,53,2
58352,DR53539,5656,male,47,"2015-11-02 08:02:46+01","2015-11-02 08:20:03+01",91683,454759,91278,455021,0,68,PAGANO,1,"2015-11-02 08:02:46","2015-11-02 08:20:03",8,2,2
58354,DR53536,5873,female,28,"2015-11-02 08:08:32+01","2015-11-02 08:35:04+01",92140,454593,92106,455107,0,26,"XXII MARZO",1,"2015-11-02 08:08:32","2015-11-02 08:35:04",8,8,2
58356,EF37687,7086,male,54,"2015-11-02 08:15:21+01","2015-11-02 08:46:02+01",112139,437713,112685,437855,0,4,"ISOLOTTO LEGNAIA",2,"2015-11-02 08:15:21","2015-11-02 08:46:02",8,15,2
58357,ED06220,3385,male,30,"2015-11-02 08:19:20+01","2015-11-02 08:29:25+01",92325,454626,92655,454369,0,25,CORSICA,1,"2015-11-02 08:19:20","2015-11-02 08:29:25",8,19,2
58360,DR53520,103,male,24,"2015-11-02 08:22:06+01","2015-11-02 08:48:31+01",92117,454588,91953,454888,0,26,"XXII MARZO",1,"2015-11-02 08:22:06","2015-11-02 08:48:31",8,22,2
58361,DR53555,178,male,25,"2015-11-02 08:22:26+01","2015-11-02 08:32:12+01",92152,454425,92112,454486,0,35,"LODI - CORVETTO",1,"2015-11-02 08:22:26","2015-11-02 08:32:12",8,22,2
58362,ED06282,2595,female,36,"2015-11-02 08:23:39+01","2015-11-02 08:50:57+01",91631,454955,91795,454678,0,70,GHISOLFA,1,"2015-11-02 08:23:39","2015-11-02 08:50:57",8,23,2
58363,ED79070,1919,male,24,"2015-11-02 08:28:28+01","2015-11-02 08:57:42+01",91772,454806,92270,455075,0,69,SARPI,1,"2015-11-02 08:28:28","2015-11-02 08:57:42",8,28,2
58364,ED06289,1455,female,36,"2015-11-02 08:28:49+01","2015-11-02 08:47:04+01",91549,454569,91816,454674,0,51,WASHINGTON,1,"2015-11-02 08:28:49","2015-11-02 08:47:04",8,28,2
58366,DD30918,2731,female,23,"2015-11-02 08:33:48+01","2015-11-02 09:19:09+01",92128,454484,90916,454634,0,28,"UMBRIA - MOLISE",1,"2015-11-02 08:33:48","2015-11-02 09:19:09",8,33,2
58368,ED06249,1062,female,37,"2015-11-02 08:41:58+01","2015-11-02 08:58:41+01",92352,454724,92137,454707,0,22,"CITTA' STUDI",1,"2015-11-02 08:41:58","2015-11-02 08:58:41",8,41,2
58369,ED06293,5575,male,30,"2015-11-02 08:43:07+01","2015-11-02 08:56:47+01",91439,454451,91966,454323,0,48,"RONCHETTO SUL NAVIGLIO",1,"2015-11-02 08:43:07","2015-11-02 08:56:47",8,43,2
58371,DR53554,3525,female,36,"2015-11-02 08:44:06+01","2015-11-02 08:57:16+01",91532,454599,91787,454594,0,51,WASHINGTON,1,"2015-11-02 08:44:06","2015-11-02 08:57:16",8,44,2
58373,ED06246,7443,male,28,"2015-11-02 08:51:28+01","2015-11-02 09:00:58+01",91784,454677,91711,454774,0,1,DUOMO,1,"2015-11-02 08:51:28","2015-11-02 09:00:58",8,51,2
58374,ED06259,5633,female,60,"2015-11-02 08:52:23+01","2015-11-02 08:58:58+01",92433,455136,92433,455136,0,17,ADRIANO,1,"2015-11-02 08:52:23","2015-11-02 08:58:58",8,52,2
58377,ED79067,2491,male,57,"2015-11-02 08:56:01+01","2015-11-02 09:16:41+01",91643,454877,92045,454623,0,69,SARPI,1,"2015-11-02 08:56:01","2015-11-02 09:16:41",8,56,2
58378,EF37682,6718,male,31,"2015-11-02 08:58:26+01","2015-11-02 09:25:03+01",112237,437698,112768,437734,0,4,"ISOLOTTO LEGNAIA",2,"2015-11-02 08:58:26","2015-11-02 09:25:03",8,58,2
58380,ED06259,5633,female,60,"2015-11-02 09:00:41+01","2015-11-02 09:02:45+01",92433,455136,92433,455136,0,17,ADRIANO,1,"2015-11-02 09:00:41","2015-11-02 09:02:45",9,0,2
58382,ED06243,7528,male,35,"2015-11-02 09:03:23+01","2015-11-02 09:34:50+01",92203,454544,91839,454574,0,28,"UMBRIA - MOLISE",1,"2015-11-02 09:03:23","2015-11-02 09:34:50",9,3,2
58384,ED06256,2234,male,39,"2015-11-02 09:05:30+01","2015-11-02 09:30:18+01",91653,454974,92035,455158,0,78,FARINI,1,"2015-11-02 09:05:30","2015-11-02 09:30:18",9,5,2
58391,EF37650,6569,male,63,"2015-11-02 09:07:42+01","2015-11-02 09:30:57+01",112682,437719,112473,438024,0,1,"CENTRO STORICO",2,"2015-11-02 09:07:42","2015-11-02 09:30:57",9,7,2
58392,EF37632,7551,male,53,"2015-11-02 09:08:11+01","2015-11-02 09:27:15+01",111912,437841,111741,437827,647,4,"ISOLOTTO LEGNAIA",2,"2015-11-02 09:08:11","2015-11-02 09:27:15",9,8,2
58396,DS32019,5818,female,35,"2015-11-02 09:16:57+01","2015-11-02 09:29:17+01",91547,454692,91659,454505,0,58,"DE ANGELI - MONTE ROSA",1,"2015-11-02 09:16:57","2015-11-02 09:29:17",9,16,2
58401,ED06209,1096,male,45,"2015-11-02 09:26:47+01","2015-11-02 09:34:44+01",91567,454530,91724,454665,0,50,TORTONA,1,"2015-11-02 09:26:47","2015-11-02 09:34:44",9,26,2
58402,DR53558,239,male,20,"2015-11-02 09:29:25+01","2015-11-02 09:48:49+01",91624,454562,91454,454726,94,50,TORTONA,1,"2015-11-02 09:29:25","2015-11-02 09:48:49",9,29,2
58403,ED06242,1975,female,23,"2015-11-02 09:29:40+01","2015-11-02 09:40:09+01",92036,454514,91927,454592,0,27,"PORTA ROMANA",1,"2015-11-02 09:29:40","2015-11-02 09:40:09",9,29,2
58408,DR53524,6763,male,47,"2015-11-02 09:35:19+01","2015-11-02 09:54:22+01",92330,454742,92129,454425,0,22,"CITTA' STUDI",1,"2015-11-02 09:35:19","2015-11-02 09:54:22",9,35,2
58413,EF37687,6721,male,67,"2015-11-02 09:41:00+01","2015-11-02 10:08:24+01",112686,437855,112269,437745,0,2,"CAMPO DI MARTE",2,"2015-11-02 09:41:00","2015-11-02 10:08:24",9,41,2
58417,ED06256,2234,male,39,"2015-11-02 09:41:42+01","2015-11-02 10:07:57+01",92035,455157,91901,454934,327,14,"NIGUARDA - CA' GRANDA",1,"2015-11-02 09:41:42","2015-11-02 10:07:57",9,41,2
58418,ED93101,1600,male,32,"2015-11-02 09:43:34+01","2015-11-02 10:05:04+01",92112,454475,92280,454879,0,28,"UMBRIA - MOLISE",1,"2015-11-02 09:43:34","2015-11-02 10:05:04",9,43,2
58421,ED06263,1953,female,46,"2015-11-02 09:52:24+01","2015-11-02 10:06:03+01",92048,454844,92298,454848,0,10,CENTRALE,1,"2015-11-02 09:52:24","2015-11-02 10:06:03",9,52,2
58424,ED06219,2206,male,28,"2015-11-02 09:53:35+01","2015-11-02 10:05:34+01",91504,454662,91783,454591,0,51,WASHINGTON,1,"2015-11-02 09:53:35","2015-11-02 10:05:34",9,53,2
58426,ED06299,6248,female,34,"2015-11-02 10:02:02+01","2015-11-02 10:10:48+01",91646,454576,91660,454593,0,50,TORTONA,1,"2015-11-02 10:02:02","2015-11-02 10:10:48",10,2,2
58430,EF37632,7551,male,53,"2015-11-02 10:07:13+01","2015-11-02 10:14:54+01",111741,437827,111910,437682,0,4,"ISOLOTTO LEGNAIA",2,"2015-11-02 10:07:13","2015-11-02 10:14:54",10,7,2
58431,DR53554,7342,female,52,"2015-11-02 10:07:33+01","2015-11-02 10:17:33+01",91789,454594,91788,454594,0,1,DUOMO,1,"2015-11-02 10:07:33","2015-11-02 10:17:33",10,7,2
58437,EF37661,7009,male,23,"2015-11-02 10:21:43+01","2015-11-02 10:32:44+01",112440,437794,112304,437857,0,1,"CENTRO STORICO",2,"2015-11-02 10:21:43","2015-11-02 10:32:44",10,21,2
58439,ED06207,5564,male,53,"2015-11-02 10:22:41+01","2015-11-02 10:37:56+01",91333,454686,91333,454686,0,57,SELINUNTE,1,"2015-11-02 10:22:41","2015-11-02 10:37:56",10,22,2
58441,DR53560,5840,male,21,"2015-11-02 10:23:59+01","2015-11-02 10:28:44+01",92075,454511,91942,454487,0,27,"PORTA ROMANA",1,"2015-11-02 10:23:59","2015-11-02 10:28:44",10,23,2
58442,DR53554,7342,female,52,"2015-11-02 10:24:24+01","2015-11-02 10:39:55+01",91788,454594,91930,454536,0,1,DUOMO,1,"2015-11-02 10:24:24","2015-11-02 10:39:55",10,24,2
58443,DR53530,3458,female,49,"2015-11-02 10:25:48+01","2015-11-02 10:32:01+01",92073,454631,91981,454634,0,4,GUASTALLA,1,"2015-11-02 10:25:48","2015-11-02 10:32:01",10,25,2
58445,DR53588,590,male,32,"2015-11-02 10:28:46+01","2015-11-02 10:54:40+01",91678,454587,91637,455049,0,7,"MAGENTA - S. VITTORE",1,"2015-11-02 10:28:46","2015-11-02 10:54:40",10,28,2
58446,EF37682,6447,female,58,"2015-11-02 10:30:28+01","2015-11-02 11:08:45+01",112769,437733,112768,437734,730,2,"CAMPO DI MARTE",2,"2015-11-02 10:30:28","2015-11-02 11:08:45",10,30,2
58473,ED06283,3155,female,51,"2015-11-02 10:35:16+01","2015-11-02 10:41:13+01",92047,454747,91973,454767,0,3,"GIARDINI PORTA VENEZIA",1,"2015-11-02 10:35:16","2015-11-02 10:41:13",10,35,2
